OfficialNames,CanonicalSmiles,uM
Traditional Herbal Isolate=erysimosol,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)CO)O)O)O,22.22
Traditional Herbal Isolate=thalicarpine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5cc(c(cc5C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)OC)OC)OC)OC,1.39
Traditional Herbal Isolate=thalicarpine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5cc(c(cc5C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)OC)OC)OC)OC,2.78
Traditional Herbal Isolate=thalicarpine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5cc(c(cc5C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)OC)OC)OC)OC,5.56
Traditional Herbal Isolate=thalicarpine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5cc(c(cc5C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)OC)OC)OC)OC,11.11
Traditional Herbal Isolate=thalicarpine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5cc(c(cc5C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)OC)OC)OC)OC,22.22
"Australia Approved Name=POSACONAZOLE,FDA Approved Drug=POSACONAZOLE",CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,1.39
"Australia Approved Name=POSACONAZOLE,FDA Approved Drug=POSACONAZOLE",CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,2.78
"Australia Approved Name=POSACONAZOLE,FDA Approved Drug=POSACONAZOLE",CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,5.56
"Australia Approved Name=POSACONAZOLE,FDA Approved Drug=POSACONAZOLE",CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,11.11
"Australia Approved Name=POSACONAZOLE,FDA Approved Drug=POSACONAZOLE",CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,22.22
Indian Approved Name=sulbutiamine,Cc1nc(c(cn1)CN(/C(=C(\SS/C(=C(\N(C=O)Cc2c(nc(nc2)C)N)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O)N,1.39
Indian Approved Name=sulbutiamine,Cc1nc(c(cn1)CN(/C(=C(\SS/C(=C(\N(C=O)Cc2c(nc(nc2)C)N)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O)N,2.78
Indian Approved Name=sulbutiamine,Cc1nc(c(cn1)CN(/C(=C(\SS/C(=C(\N(C=O)Cc2c(nc(nc2)C)N)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O)N,5.56
Indian Approved Name=sulbutiamine,Cc1nc(c(cn1)CN(/C(=C(\SS/C(=C(\N(C=O)Cc2c(nc(nc2)C)N)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O)N,11.11
Indian Approved Name=sulbutiamine,Cc1nc(c(cn1)CN(/C(=C(\SS/C(=C(\N(C=O)Cc2c(nc(nc2)C)N)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O)N,22.22
NPC Approved Name=tzt-1027,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CC[C@H](C1)[C@@H]([C@@H](C)C(=O)NCCc2ccccc2)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C,1.39
NPC Approved Name=tzt-1027,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CC[C@H](C1)[C@@H]([C@@H](C)C(=O)NCCc2ccccc2)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C,2.78
NPC Approved Name=tzt-1027,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CC[C@H](C1)[C@@H]([C@@H](C)C(=O)NCCc2ccccc2)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C,5.56
NPC Approved Name=tzt-1027,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CC[C@H](C1)[C@@H]([C@@H](C)C(=O)NCCc2ccccc2)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C,11.11
NPC Approved Name=tzt-1027,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CC[C@H](C1)[C@@H]([C@@H](C)C(=O)NCCc2ccccc2)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C,22.22
NPC Approved Name=merbromin;merbromin,c1ccc(c(c1)c2c3cc(c(c(c3oc-4cc(=O)c(cc24)Br)[Hg]O)[O-])Br)C(=O)[O-],1.39
NPC Approved Name=merbromin;merbromin,c1ccc(c(c1)c2c3cc(c(c(c3oc-4cc(=O)c(cc24)Br)[Hg]O)[O-])Br)C(=O)[O-],2.78
NPC Approved Name=merbromin;merbromin,c1ccc(c(c1)c2c3cc(c(c(c3oc-4cc(=O)c(cc24)Br)[Hg]O)[O-])Br)C(=O)[O-],5.56
NPC Approved Name=merbromin;merbromin,c1ccc(c(c1)c2c3cc(c(c(c3oc-4cc(=O)c(cc24)Br)[Hg]O)[O-])Br)C(=O)[O-],11.11
NPC Approved Name=merbromin;merbromin,c1ccc(c(c1)c2c3cc(c(c(c3oc-4cc(=O)c(cc24)Br)[Hg]O)[O-])Br)C(=O)[O-],22.22
"China Approved Name=atazanavir,WHO Essential Medicine=atazanavir,Indian Approved Name=atazanavir,FDA Approved Drug=ATAZANAVIR SULFATE",CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,1.39
"China Approved Name=atazanavir,WHO Essential Medicine=atazanavir,Indian Approved Name=atazanavir,FDA Approved Drug=ATAZANAVIR SULFATE",CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,2.78
"China Approved Name=atazanavir,WHO Essential Medicine=atazanavir,Indian Approved Name=atazanavir,FDA Approved Drug=ATAZANAVIR SULFATE",CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,5.56
"China Approved Name=atazanavir,WHO Essential Medicine=atazanavir,Indian Approved Name=atazanavir,FDA Approved Drug=ATAZANAVIR SULFATE",CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,11.11
"China Approved Name=atazanavir,WHO Essential Medicine=atazanavir,Indian Approved Name=atazanavir,FDA Approved Drug=ATAZANAVIR SULFATE",CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,22.22
"Indian Approved Name=itraconazole,Australia Approved Name=ITRACONAZOLE,FDA Approved Drug=ITRACONAZOLE",CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,1.39
"Indian Approved Name=itraconazole,Australia Approved Name=ITRACONAZOLE,FDA Approved Drug=ITRACONAZOLE",CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,2.78
"Indian Approved Name=itraconazole,Australia Approved Name=ITRACONAZOLE,FDA Approved Drug=ITRACONAZOLE",CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,5.56
"Indian Approved Name=itraconazole,Australia Approved Name=ITRACONAZOLE,FDA Approved Drug=ITRACONAZOLE",CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,11.11
"Indian Approved Name=itraconazole,Australia Approved Name=ITRACONAZOLE,FDA Approved Drug=ITRACONAZOLE",CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,22.22
NPC Approved Name=tert-amyloxycarbonyltetragastrin,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N,1.39
NPC Approved Name=tert-amyloxycarbonyltetragastrin,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N,2.78
NPC Approved Name=tert-amyloxycarbonyltetragastrin,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N,5.56
NPC Approved Name=tert-amyloxycarbonyltetragastrin,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N,11.11
NPC Approved Name=tert-amyloxycarbonyltetragastrin,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N,22.22
Traditional Herbal Isolate=k-strophanthin-beta,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,1.39
Traditional Herbal Isolate=k-strophanthin-beta,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,2.78
Traditional Herbal Isolate=k-strophanthin-beta,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,5.56
Traditional Herbal Isolate=k-strophanthin-beta,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,11.11
Traditional Herbal Isolate=k-strophanthin-beta,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,22.22
Traditional Herbal Isolate=anthranil acid,Cc1cc(ccc1N)C(=C2C=CC(=Nc3ccc4ccccc4c3S(=O)(=O)[O-])C=C2)c5ccc(cc5)Nc6ccc7ccccc7c6S(=O)(=O)[O-],1.39
Traditional Herbal Isolate=anthranil acid,Cc1cc(ccc1N)C(=C2C=CC(=Nc3ccc4ccccc4c3S(=O)(=O)[O-])C=C2)c5ccc(cc5)Nc6ccc7ccccc7c6S(=O)(=O)[O-],2.78
Traditional Herbal Isolate=anthranil acid,Cc1cc(ccc1N)C(=C2C=CC(=Nc3ccc4ccccc4c3S(=O)(=O)[O-])C=C2)c5ccc(cc5)Nc6ccc7ccccc7c6S(=O)(=O)[O-],5.56
Traditional Herbal Isolate=anthranil acid,Cc1cc(ccc1N)C(=C2C=CC(=Nc3ccc4ccccc4c3S(=O)(=O)[O-])C=C2)c5ccc(cc5)Nc6ccc7ccccc7c6S(=O)(=O)[O-],11.11
Traditional Herbal Isolate=anthranil acid,Cc1cc(ccc1N)C(=C2C=CC(=Nc3ccc4ccccc4c3S(=O)(=O)[O-])C=C2)c5ccc(cc5)Nc6ccc7ccccc7c6S(=O)(=O)[O-],22.22
Traditional Herbal Isolate=bogoroside;convalloside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,1.39
Traditional Herbal Isolate=bogoroside;convalloside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,2.78
Traditional Herbal Isolate=bogoroside;convalloside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,5.56
Traditional Herbal Isolate=bogoroside;convalloside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,11.11
Traditional Herbal Isolate=bogoroside;convalloside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,22.22
NPC Approved Name=tretinoin tocoferil,Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C3=C(CCCC3(C)C)C)C,1.39
NPC Approved Name=tretinoin tocoferil,Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C3=C(CCCC3(C)C)C)C,2.78
NPC Approved Name=tretinoin tocoferil,Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C3=C(CCCC3(C)C)C)C,5.56
NPC Approved Name=tretinoin tocoferil,Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C3=C(CCCC3(C)C)C)C,11.11
NPC Approved Name=tretinoin tocoferil,Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C3=C(CCCC3(C)C)C)C,22.22
NPC Approved Name=pipothiazine palmitate,CCCCCCCCCCCCCCCC(=O)OCCC1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,1.39
NPC Approved Name=pipothiazine palmitate,CCCCCCCCCCCCCCCC(=O)OCCC1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,2.78
NPC Approved Name=pipothiazine palmitate,CCCCCCCCCCCCCCCC(=O)OCCC1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,5.56
NPC Approved Name=pipothiazine palmitate,CCCCCCCCCCCCCCCC(=O)OCCC1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,11.11
NPC Approved Name=pipothiazine palmitate,CCCCCCCCCCCCCCCC(=O)OCCC1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,22.22
Traditional Herbal Isolate=swertifrancheside,COc1cc(c2c(c1)oc3c(cc(c(c3c2=O)[O-])c4c(c(c(c5c4oc(cc5=O)c6ccc(c(c6)O)O)[O-])[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[O-],1.39
Traditional Herbal Isolate=swertifrancheside,COc1cc(c2c(c1)oc3c(cc(c(c3c2=O)[O-])c4c(c(c(c5c4oc(cc5=O)c6ccc(c(c6)O)O)[O-])[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[O-],2.78
Traditional Herbal Isolate=swertifrancheside,COc1cc(c2c(c1)oc3c(cc(c(c3c2=O)[O-])c4c(c(c(c5c4oc(cc5=O)c6ccc(c(c6)O)O)[O-])[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[O-],5.56
Traditional Herbal Isolate=swertifrancheside,COc1cc(c2c(c1)oc3c(cc(c(c3c2=O)[O-])c4c(c(c(c5c4oc(cc5=O)c6ccc(c(c6)O)O)[O-])[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[O-],11.11
Traditional Herbal Isolate=swertifrancheside,COc1cc(c2c(c1)oc3c(cc(c(c3c2=O)[O-])c4c(c(c(c5c4oc(cc5=O)c6ccc(c(c6)O)O)[O-])[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[O-],22.22
FDA Approved Drug=VERTEPORFIN,Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,1.39
FDA Approved Drug=VERTEPORFIN,Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,2.78
FDA Approved Drug=VERTEPORFIN,Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,5.56
FDA Approved Drug=VERTEPORFIN,Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,11.11
FDA Approved Drug=VERTEPORFIN,Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,22.22
Traditional Herbal Isolate=colocynthin tricosanthin,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,1.39
Traditional Herbal Isolate=colocynthin tricosanthin,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,2.78
Traditional Herbal Isolate=colocynthin tricosanthin,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,5.56
Traditional Herbal Isolate=colocynthin tricosanthin,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,11.11
Traditional Herbal Isolate=colocynthin tricosanthin,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,22.22
"China Approved Name=ritonavir,WHO Essential Medicine=ritonavir;ritonavir,Indian Approved Name=ritonavir,FDA Approved Drug=RITONAVIR",CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,1.39
"China Approved Name=ritonavir,WHO Essential Medicine=ritonavir;ritonavir,Indian Approved Name=ritonavir,FDA Approved Drug=RITONAVIR",CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,2.78
"China Approved Name=ritonavir,WHO Essential Medicine=ritonavir;ritonavir,Indian Approved Name=ritonavir,FDA Approved Drug=RITONAVIR",CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,5.56
"China Approved Name=ritonavir,WHO Essential Medicine=ritonavir;ritonavir,Indian Approved Name=ritonavir,FDA Approved Drug=RITONAVIR",CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,11.11
"China Approved Name=ritonavir,WHO Essential Medicine=ritonavir;ritonavir,Indian Approved Name=ritonavir,FDA Approved Drug=RITONAVIR",CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,22.22
FDA Approved Drug=VALRUBICIN,CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,1.39
FDA Approved Drug=VALRUBICIN,CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,2.78
FDA Approved Drug=VALRUBICIN,CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,5.56
FDA Approved Drug=VALRUBICIN,CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,11.11
FDA Approved Drug=VALRUBICIN,CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,22.22
Traditional Herbal Isolate=iso-amaranthin,c1c2c(cc(c1O[C@H]3C([C@H](C([C@H](O3)CO)O)O)O[C@H]4C([C@H](C([C@H](O4)C(=O)[O-])O)O)O)O)/[N+](=C/C=C/5\CC([NH2+]C(=C5)C(=O)[O-])C(=O)[O-])/[C@@H](C2)C(=O)[O-],1.39
Traditional Herbal Isolate=iso-amaranthin,c1c2c(cc(c1O[C@H]3C([C@H](C([C@H](O3)CO)O)O)O[C@H]4C([C@H](C([C@H](O4)C(=O)[O-])O)O)O)O)/[N+](=C/C=C/5\CC([NH2+]C(=C5)C(=O)[O-])C(=O)[O-])/[C@@H](C2)C(=O)[O-],2.78
Traditional Herbal Isolate=iso-amaranthin,c1c2c(cc(c1O[C@H]3C([C@H](C([C@H](O3)CO)O)O)O[C@H]4C([C@H](C([C@H](O4)C(=O)[O-])O)O)O)O)/[N+](=C/C=C/5\CC([NH2+]C(=C5)C(=O)[O-])C(=O)[O-])/[C@@H](C2)C(=O)[O-],5.56
Traditional Herbal Isolate=iso-amaranthin,c1c2c(cc(c1O[C@H]3C([C@H](C([C@H](O3)CO)O)O)O[C@H]4C([C@H](C([C@H](O4)C(=O)[O-])O)O)O)O)/[N+](=C/C=C/5\CC([NH2+]C(=C5)C(=O)[O-])C(=O)[O-])/[C@@H](C2)C(=O)[O-],11.11
Traditional Herbal Isolate=iso-amaranthin,c1c2c(cc(c1O[C@H]3C([C@H](C([C@H](O3)CO)O)O)O[C@H]4C([C@H](C([C@H](O4)C(=O)[O-])O)O)O)O)/[N+](=C/C=C/5\CC([NH2+]C(=C5)C(=O)[O-])C(=O)[O-])/[C@@H](C2)C(=O)[O-],22.22
